Agency Type,Distribution Channel,Claim,Duration,Destination,Net Sales,Commision (in value),Age
0,1,0,54.0,11,9.9,5.94,40.0
0,1,0,28.0,2,49.5,28.875000000000004,33.0
0,1,0,38.0,20,29.7,17.82,30.0
0,1,0,23.0,6,9.9,5.94,25.0
0,1,0,25.0,6,19.8,11.88,25.0
0,1,0,28.0,6,29.7,17.82,25.0
0,1,0,41.0,37,19.8,11.88,35.0
0,1,0,119.0,11,49.5,28.875000000000004,46.0
0,1,0,72.0,1,0.0,28.875000000000004,43.0
0,1,0,22.0,0,19.8,11.88,37.0
0,1,0,40.0,1,69.3,28.875000000000004,55.0
0,1,0,27.0,1,29.7,17.82,32.0
0,1,0,33.0,1,93.0,28.875000000000004,25.0
0,1,0,17.0,11,19.8,11.88,31.0
0,1,0,78.0,46,83.0,0.0,36.0
0,1,0,78.0,21,82.0,0.0,36.0
0,1,1,119.0,51,84.0,0.0,36.0
0,1,0,5.0,4,36.0,0.0,47.0
0,1,0,8.0,9,22.0,0.0,36.0
0,1,0,35.0,14,20.0,0.0,36.0
0,1,0,30.0,14,20.0,0.0,36.0
0,1,0,21.0,3,93.0,0.0,41.0
0,1,0,51.0,10,47.0,0.0,36.0
0,1,0,6.0,19,58.0,0.0,36.0
0,1,0,33.0,7,50.0,0.0,36.0
0,1,0,119.0,14,64.0,0.0,36.0
0,1,0,90.0,20,46.0,0.0,36.0
0,1,0,28.0,12,20.0,0.0,29.0
0,1,0,75.0,14,42.0,0.0,36.0
0,1,0,65.0,4,20.0,0.0,55.0
0,1,0,119.0,63,50.0,0.0,36.0
0,1,0,27.0,7,24.0,0.0,36.0
0,1,0,23.0,10,93.0,0.0,36.0
0,1,0,34.0,10,31.0,0.0,36.0
0,1,0,119.0,0,20.0,0.0,30.0
0,1,0,14.0,0,20.0,0.0,29.0
0,1,0,59.0,14,35.0,0.0,36.0
0,1,0,37.0,19,23.0,0.0,36.0
0,1,0,4.0,4,20.0,0.0,36.0
0,1,0,30.0,0,20.0,0.0,23.0
0,1,0,41.0,10,32.0,0.0,36.0
0,1,0,69.0,4,27.0,0.0,36.0
0,1,0,80.0,20,31.0,0.0,36.0
0,1,0,13.0,4,20.0,0.0,36.0
0,1,0,36.0,14,20.0,0.0,36.0
0,1,0,23.0,113,93.0,0.0,36.0
0,1,0,102.0,12,20.0,0.0,36.0
0,1,0,21.0,14,39.0,0.0,36.0
0,1,0,3.0,0,20.0,0.0,36.0
0,1,0,28.0,16,51.0,0.0,45.0
0,1,0,28.0,10,70.0,0.0,45.0
0,1,0,6.0,0,20.0,0.0,47.0
0,1,0,4.0,4,26.0,0.0,36.0
0,1,0,20.0,4,20.0,0.0,36.0
0,1,0,84.0,17,20.0,0.0,36.0
0,1,0,17.0,14,28.0,0.0,36.0
0,1,0,11.0,17,31.0,0.0,36.0
0,1,0,34.0,20,25.0,0.0,25.0
0,1,0,4.0,0,20.0,0.0,50.0
0,1,0,10.0,14,56.0,0.0,36.0
0,1,0,39.0,17,22.0,0.0,36.0
0,1,0,13.0,14,0.0,0.0,36.0
0,1,0,12.0,9,48.0,0.0,36.0
0,1,0,119.0,63,24.0,0.0,36.0
0,1,0,9.0,0,20.0,0.0,36.0
0,1,0,65.0,47,66.0,0.0,36.0
0,1,0,22.0,1,29.0,0.0,36.0
0,1,0,116.0,3,93.0,0.0,43.0
0,1,0,9.0,12,0.0,0.0,36.0
0,1,0,119.0,14,31.0,0.0,36.0
0,1,0,10.0,14,59.0,0.0,36.0
0,1,0,7.0,12,10.0,0.0,23.0
0,1,0,90.0,14,52.0,0.0,36.0
0,1,0,56.0,10,33.0,0.0,36.0
0,1,0,30.0,17,10.0,0.0,31.0
0,1,0,35.0,0,10.0,0.0,32.0
0,1,0,24.0,0,10.0,0.0,23.0
0,1,0,3.0,0,10.0,0.0,25.0
0,1,0,36.0,14,10.0,0.0,23.0
0,1,0,26.0,117,48.0,0.0,36.0
0,1,0,9.0,0,10.0,0.0,36.0
0,1,0,15.0,20,20.0,0.0,36.0
0,1,0,7.0,4,44.0,0.0,49.0
0,1,0,2.0,35,10.0,0.0,55.0
0,1,0,119.0,0,11.0,0.0,36.0
0,1,0,18.0,20,14.0,0.0,36.0
0,1,0,114.0,23,60.0,0.0,36.0
0,1,0,5.0,13,21.0,0.0,36.0
0,1,0,96.0,9,26.0,0.0,36.0
0,1,0,94.0,14,20.0,0.0,36.0
0,1,0,70.0,12,19.0,0.0,36.0
0,1,0,119.0,4,16.0,0.0,28.0
0,1,0,37.0,20,33.0,0.0,36.0
0,1,0,8.0,17,22.0,0.0,36.0
0,1,0,75.0,13,25.0,0.0,36.0
0,1,0,8.0,19,76.0,0.0,36.0
0,1,0,34.0,31,14.0,0.0,36.0
0,1,0,35.0,3,80.0,0.0,28.0
0,1,0,11.0,9,10.0,0.0,42.0
0,1,0,15.0,4,23.0,0.0,30.0
0,1,0,5.0,4,14.0,0.0,38.0
0,1,0,56.0,20,13.0,0.0,30.0
0,1,0,33.0,0,38.0,0.0,36.0
0,1,0,11.0,10,41.0,0.0,33.0
0,1,0,25.0,27,10.0,0.0,36.0
0,1,0,4.0,4,38.0,0.0,36.0
0,1,0,2.0,31,38.0,0.0,36.0
0,1,0,64.0,20,46.0,0.0,36.0
0,1,0,18.0,14,26.0,0.0,36.0
0,1,0,29.0,19,12.0,0.0,32.0
0,1,0,6.0,10,66.0,0.0,36.0
0,1,0,12.0,14,33.0,0.0,36.0
0,1,0,10.0,4,18.0,0.0,42.0
0,1,0,17.0,20,63.0,0.0,36.0
0,1,0,13.0,14,27.0,0.0,36.0
0,1,0,5.0,9,10.0,0.0,37.0
0,1,0,34.0,65,39.0,0.0,36.0
0,1,0,7.0,9,10.0,0.0,26.0
0,1,0,21.0,0,10.0,0.0,36.0
0,1,0,11.0,14,26.0,0.0,36.0
0,1,0,3.0,4,19.0,0.0,36.0
0,1,0,18.0,9,10.0,0.0,44.0
0,1,0,46.0,14,33.0,0.0,36.0
0,1,0,34.0,65,39.0,0.0,36.0
0,1,0,2.0,0,10.0,0.0,55.0
0,1,0,57.0,27,21.0,0.0,36.0
0,1,0,2.0,9,10.0,0.0,36.0
0,1,0,7.0,12,10.0,0.0,36.0
0,1,0,21.0,3,80.0,0.0,48.0
0,1,0,44.0,9,10.0,0.0,38.0
0,1,0,9.0,12,12.0,0.0,36.0
0,1,0,113.0,9,12.0,0.0,27.0
0,1,0,15.0,4,20.0,0.0,36.0
0,1,0,19.0,17,41.0,0.0,36.0
0,1,0,92.0,20,42.0,0.0,36.0
0,1,0,6.0,0,14.0,0.0,36.0
0,1,0,2.0,18,28.0,0.0,46.0
0,1,0,119.0,0,10.0,0.0,36.0
0,1,0,44.0,10,23.0,0.0,36.0
0,1,0,26.0,9,41.0,0.0,36.0
0,1,0,6.0,3,20.0,0.0,43.0
0,1,0,7.0,1,41.0,0.0,36.0
0,1,0,29.0,4,20.0,0.0,36.0
0,1,0,9.0,9,20.0,0.0,36.0
0,1,0,4.0,14,24.0,0.0,36.0
0,1,0,12.0,4,20.0,0.0,28.0
0,1,0,10.0,14,30.0,0.0,36.0
0,1,0,53.0,4,20.0,0.0,28.0
0,1,0,14.0,9,20.0,0.0,36.0
0,1,0,5.0,14,26.0,0.0,36.0
0,1,0,10.0,14,23.0,0.0,36.0
1,1,0,15.0,13,39.0,15.6,55.0
1,1,0,19.0,13,50.0,20.0,55.0
0,1,0,26.0,37,93.0,28.875000000000004,48.0
1,1,0,47.0,25,15.0,6.0,23.0
1,1,0,7.0,25,15.0,6.0,40.0
1,1,0,83.0,25,50.0,20.0,23.0
1,1,0,6.0,9,6.5,1.82,48.0
1,1,0,30.0,9,7.84,2.2,48.0
1,1,0,56.0,10,50.0,17.5,28.0
1,1,0,119.0,12,22.0,7.7,41.0
1,1,0,4.0,18,18.0,6.3,55.0
1,1,0,8.0,4,22.0,7.7,55.0
1,1,0,2.0,0,18.0,6.3,52.0
1,1,0,23.0,18,0.0,12.95,27.0
1,1,0,22.0,10,58.0,20.3,34.0
1,1,0,9.0,19,45.0,15.75,27.0
0,0,0,66.0,47,93.0,28.875000000000004,55.0
0,0,0,46.0,4,29.0,9.57,36.0
1,1,0,19.0,4,93.0,28.875000000000004,48.0
1,1,0,17.0,9,23.4,5.85,38.0
1,1,0,12.0,9,17.55,4.39,43.0
1,1,0,21.0,9,22.1,5.53,24.0
1,1,0,14.0,9,38.35,9.59,32.0
1,1,0,6.0,9,14.95,3.74,35.0
1,1,0,6.0,9,17.55,4.39,33.0
1,1,0,6.0,9,54.75,13.69,45.0
1,1,0,119.0,9,93.0,28.875000000000004,37.0
1,1,0,119.0,9,93.0,28.875000000000004,46.0
0,1,0,14.0,1,49.5,28.875000000000004,31.0
0,1,0,9.0,3,9.9,5.94,39.0
0,1,0,14.0,14,49.5,28.875000000000004,34.0
0,1,0,41.0,2,79.2,28.875000000000004,45.0
0,1,0,2.0,1,0.0,5.94,55.0
0,1,0,13.0,4,69.3,28.875000000000004,23.0
0,1,0,37.0,26,29.7,17.82,27.0
0,1,0,104.0,12,59.4,28.875000000000004,50.0
0,1,0,71.0,1,59.4,28.875000000000004,31.0
0,1,0,7.0,0,49.5,28.875000000000004,47.0
0,1,0,6.0,4,29.7,17.82,28.0
0,1,0,8.0,4,49.5,28.875000000000004,53.0
0,1,0,48.0,20,0.0,11.88,55.0
0,1,0,29.0,4,59.4,28.875000000000004,27.0
0,1,0,51.0,20,49.5,28.875000000000004,55.0
0,1,0,113.0,41,93.0,28.875000000000004,45.0
0,1,0,119.0,47,19.8,11.88,35.0
0,1,0,72.0,4,0.0,17.82,23.0
0,1,0,17.0,8,19.8,11.88,48.0
0,1,0,119.0,23,93.0,28.875000000000004,28.0
0,1,0,8.0,33,39.6,23.76,36.0
0,1,0,35.0,0,19.8,11.88,28.0
0,1,0,6.0,0,0.0,23.76,49.0
0,1,0,9.0,15,69.3,28.875000000000004,48.0
0,1,0,11.0,0,9.9,5.94,48.0
0,1,1,34.0,10,93.0,28.875000000000004,51.0
0,1,0,12.0,4,19.8,11.88,31.0
0,1,0,28.0,23,29.7,17.82,37.0
0,1,0,41.0,1,69.3,28.875000000000004,45.0
0,1,0,27.0,30,89.1,28.875000000000004,49.0
0,1,0,11.0,3,39.6,23.76,46.0
0,1,0,14.0,3,29.7,17.82,46.0
0,1,0,6.0,1,49.5,28.875000000000004,35.0
0,1,0,12.0,15,39.6,23.76,41.0
0,1,0,42.0,1,79.2,28.875000000000004,37.0
0,1,0,21.0,3,69.3,28.875000000000004,46.0
0,1,0,12.0,0,0.0,11.88,38.0
0,1,0,8.0,1,39.6,23.76,31.0
0,1,0,7.0,3,0.0,11.88,31.0
0,1,0,12.0,3,69.3,28.875000000000004,41.0
0,1,0,16.0,20,29.7,17.82,28.0
0,1,0,33.0,11,0.0,28.875000000000004,32.0
0,1,0,4.0,47,29.7,17.82,31.0
0,1,0,33.0,11,93.0,28.875000000000004,32.0
0,1,0,20.0,2,29.7,17.82,48.0
0,1,0,41.0,37,63.0,0.0,36.0
0,1,0,4.0,19,32.0,0.0,36.0
0,1,0,10.0,19,93.0,0.0,36.0
0,1,0,48.0,118,93.0,0.0,30.0
0,1,0,17.0,12,21.0,0.0,36.0
0,1,0,20.0,4,29.0,0.0,35.0
0,1,0,8.0,19,33.0,0.0,43.0
0,1,0,73.0,14,46.0,0.0,36.0
0,1,0,80.0,14,35.0,0.0,36.0
0,1,0,15.0,14,32.0,0.0,36.0
0,1,0,27.0,4,37.0,0.0,55.0
0,1,0,4.0,12,30.0,0.0,36.0
0,1,0,29.0,19,40.0,0.0,36.0
0,1,0,6.0,0,20.0,0.0,43.0
0,1,0,55.0,3,92.0,0.0,36.0
0,1,0,84.0,18,20.0,0.0,36.0
0,1,0,14.0,0,22.0,0.0,36.0
0,1,0,5.0,0,20.0,0.0,43.0
0,1,0,84.0,7,20.0,0.0,55.0
0,1,0,29.0,13,33.0,0.0,36.0
0,1,0,28.0,4,44.0,0.0,36.0
0,1,0,119.0,1,56.0,0.0,36.0
0,1,0,13.0,17,33.0,0.0,36.0
0,1,0,2.0,0,20.0,0.0,51.0
0,1,0,103.0,12,20.0,0.0,36.0
0,1,0,15.0,4,20.0,0.0,40.0
0,1,0,28.0,0,23.0,0.0,48.0
0,1,0,55.0,14,28.0,0.0,36.0
0,1,0,62.0,20,46.0,0.0,36.0
0,1,0,20.0,0,20.0,0.0,27.0
0,1,0,27.0,13,77.0,0.0,36.0
0,1,0,13.0,0,38.0,0.0,49.0
0,1,0,80.0,17,27.0,0.0,36.0
0,1,0,10.0,12,20.0,0.0,50.0
0,1,0,7.0,19,40.0,0.0,36.0
0,1,0,6.0,19,93.0,0.0,36.0
0,1,0,41.0,17,28.0,0.0,36.0
0,1,0,13.0,17,30.0,0.0,36.0
0,1,0,28.0,4,32.0,0.0,55.0
0,1,0,21.0,17,24.0,0.0,36.0
0,1,0,38.0,20,93.0,0.0,36.0
0,1,1,80.0,11,62.0,0.0,36.0
0,1,0,57.0,17,20.0,0.0,36.0
0,1,0,31.0,16,20.0,0.0,36.0
0,1,0,29.0,11,93.0,0.0,36.0
0,1,0,84.0,14,34.0,0.0,36.0
0,1,0,33.0,20,62.0,0.0,36.0
0,1,0,12.0,14,45.0,0.0,36.0
0,1,0,10.0,4,20.0,0.0,24.0
0,1,0,14.0,0,24.0,0.0,36.0
0,1,0,25.0,12,52.0,0.0,41.0
0,1,1,119.0,2,20.0,0.0,36.0
0,1,0,66.0,4,51.0,0.0,36.0
0,1,0,66.0,3,93.0,0.0,39.0
0,1,0,3.0,12,20.0,0.0,36.0
0,1,0,22.0,9,21.0,0.0,39.0
0,1,0,57.0,12,20.0,0.0,27.0
0,1,0,26.0,42,93.0,0.0,36.0
0,1,0,75.0,1,31.0,0.0,36.0
0,1,0,40.0,3,93.0,0.0,55.0
0,1,0,52.0,17,28.0,0.0,36.0
0,1,0,10.0,0,24.0,0.0,32.0
0,1,0,39.0,14,44.0,0.0,36.0
0,1,0,21.0,12,78.0,0.0,36.0
0,1,0,15.0,58,16.0,0.0,39.0
0,1,0,119.0,20,45.0,0.0,36.0
0,1,0,25.0,9,38.0,0.0,36.0
0,1,0,21.0,20,27.0,0.0,36.0
0,1,0,116.0,13,10.0,0.0,36.0
0,1,0,21.0,30,36.0,0.0,36.0
0,1,0,16.0,18,10.0,0.0,29.0
0,1,0,42.0,4,10.0,0.0,23.0
0,1,0,12.0,10,52.0,0.0,36.0
0,1,0,5.0,12,10.0,0.0,30.0
0,1,0,9.0,9,10.0,0.0,36.0
0,1,0,42.0,15,93.0,0.0,36.0
0,1,0,23.0,0,10.0,0.0,24.0
0,1,0,18.0,13,13.0,0.0,53.0
0,1,0,7.0,13,10.0,0.0,36.0
0,1,0,115.0,41,34.0,0.0,48.0
0,1,0,48.0,0,10.0,0.0,36.0
0,1,0,13.0,19,34.0,0.0,36.0
0,1,1,119.0,41,80.0,0.0,29.0
0,1,0,8.0,12,11.0,0.0,36.0
0,1,0,34.0,7,10.0,0.0,23.0
0,1,0,3.0,3,79.0,0.0,55.0
0,1,0,1.0,3,21.0,0.0,55.0
0,1,0,116.0,13,10.0,0.0,36.0
0,1,0,31.0,16,30.0,0.0,36.0
0,1,0,13.0,13,22.0,0.0,36.0
0,1,0,4.0,4,10.0,0.0,55.0
0,1,0,24.0,3,52.0,0.0,23.0
0,1,0,6.0,12,19.0,0.0,40.0
0,1,0,119.0,4,10.0,0.0,36.0
0,1,0,119.0,20,45.0,0.0,36.0
0,1,0,118.0,26,80.0,0.0,36.0
0,1,0,16.0,9,10.0,0.0,36.0
0,1,0,119.0,10,36.0,0.0,36.0
0,1,0,51.0,11,47.0,0.0,36.0
0,1,0,20.0,14,45.0,0.0,36.0
0,1,0,17.0,13,18.0,0.0,27.0
0,1,0,6.0,12,11.0,0.0,35.0
0,1,0,32.0,19,16.0,0.0,36.0
0,1,0,68.0,3,63.0,0.0,32.0
0,1,0,119.0,4,10.0,0.0,36.0
0,1,0,33.0,14,14.0,0.0,36.0
0,1,0,51.0,11,49.0,0.0,36.0
0,1,0,34.0,14,10.0,0.0,36.0
0,1,0,40.0,3,16.0,0.0,25.0
0,1,0,8.0,38,35.0,0.0,55.0
0,1,0,11.0,12,10.0,0.0,36.0
0,1,0,119.0,4,10.0,0.0,36.0
0,1,0,6.0,0,10.0,0.0,34.0
0,1,0,5.0,4,12.0,0.0,44.0
0,1,0,5.0,19,21.0,0.0,36.0
0,1,0,14.0,12,12.0,0.0,36.0
0,1,0,32.0,4,10.0,0.0,36.0
0,1,0,119.0,83,59.0,0.0,36.0
0,1,0,19.0,7,52.0,0.0,36.0
0,1,0,119.0,1,27.0,0.0,36.0
0,1,0,11.0,14,13.0,0.0,36.0
0,1,0,7.0,0,10.0,0.0,38.0
0,1,0,16.0,7,15.0,0.0,36.0
0,1,0,6.0,12,10.0,0.0,55.0
0,1,0,33.0,16,30.0,0.0,36.0
0,1,0,8.0,19,41.0,0.0,36.0
0,1,0,4.0,14,13.0,0.0,36.0
0,1,0,14.0,0,10.0,0.0,31.0
0,1,0,11.0,7,19.0,0.0,36.0
0,1,0,35.0,9,10.0,0.0,36.0
0,1,0,7.0,12,10.0,0.0,28.0
0,1,0,119.0,12,10.0,0.0,23.0
0,1,0,28.0,9,23.0,0.0,36.0
0,1,0,13.0,14,33.0,0.0,36.0
0,1,0,119.0,20,25.0,0.0,36.0
0,1,0,47.0,29,80.0,0.0,36.0
0,1,0,6.0,0,10.0,0.0,36.0
0,1,0,36.0,36,28.0,0.0,36.0
0,1,0,6.0,1,68.0,0.0,36.0
0,1,1,119.0,15,66.0,0.0,36.0
0,1,0,28.0,16,25.0,0.0,36.0
0,1,0,11.0,9,10.0,0.0,36.0
0,1,0,10.0,13,21.0,0.0,36.0
0,1,0,50.0,17,26.0,0.0,36.0
0,1,0,95.0,16,17.0,0.0,36.0
0,1,0,93.0,37,64.0,0.0,36.0
0,1,0,2.0,19,12.0,0.0,43.0
0,1,0,4.0,0,10.0,0.0,46.0
0,1,0,51.0,12,20.0,0.0,46.0
0,1,0,42.0,14,24.0,0.0,24.0
0,1,0,2.0,4,10.0,0.0,36.0
0,1,0,12.0,0,21.0,0.0,36.0
0,1,0,3.0,0,12.0,0.0,36.0
0,1,0,76.0,17,12.0,0.0,36.0
0,1,0,6.0,12,10.0,0.0,35.0
0,1,0,15.0,9,33.0,0.0,36.0
0,1,0,13.0,9,20.0,0.0,36.0
0,1,0,8.0,11,41.0,0.0,36.0
0,1,0,25.0,17,20.0,0.0,36.0
0,1,0,5.0,12,20.0,0.0,36.0
0,1,0,3.0,9,30.0,0.0,36.0
0,1,0,34.0,14,20.0,0.0,36.0
0,1,0,6.0,9,21.0,0.0,36.0
0,1,0,101.0,11,35.0,0.0,36.0
0,1,0,30.0,9,20.0,0.0,36.0
0,1,0,62.0,37,35.0,0.0,36.0
0,1,0,4.0,0,20.0,0.0,43.0
0,1,0,119.0,43,23.0,0.0,36.0
0,1,0,62.0,9,20.0,0.0,36.0
0,1,0,5.0,4,20.0,0.0,24.0
0,1,0,2.0,35,20.0,0.0,36.0
0,1,0,2.0,35,20.0,0.0,36.0
1,1,0,13.0,13,50.0,20.0,55.0
1,1,0,119.0,13,31.0,12.4,55.0
0,1,0,29.0,29,93.0,28.875000000000004,48.0
1,1,0,8.0,25,15.0,6.0,50.0
1,1,0,11.0,25,15.0,6.0,35.0
1,1,0,1.0,25,15.0,6.0,55.0
1,1,0,5.0,25,15.0,6.0,30.0
1,1,0,15.0,25,15.0,6.0,52.0
1,1,0,7.0,25,15.0,6.0,49.0
1,1,0,5.0,9,1.8,0.5,48.0
1,1,0,4.0,9,1.8,0.5,48.0
1,1,0,24.0,9,10.53,2.95,48.0
1,1,0,119.0,10,26.0,9.1,48.0
1,1,0,10.0,0,18.0,6.3,54.0
1,1,0,9.0,7,22.0,7.7,50.0
1,1,0,11.0,0,18.0,6.3,52.0
1,1,0,119.0,17,37.0,12.95,43.0
1,1,0,4.0,0,18.0,6.3,50.0
1,1,0,45.0,0,22.0,7.7,55.0
1,1,0,52.0,19,26.0,9.1,55.0
1,1,0,8.0,17,30.0,10.5,48.0
1,1,0,3.0,17,18.0,6.3,32.0
1,1,0,34.0,7,22.0,7.7,55.0
1,1,0,13.0,21,36.0,12.6,42.0
1,1,0,10.0,19,22.0,7.7,49.0
1,1,0,17.0,14,35.0,12.25,42.0
1,1,0,2.0,0,26.0,9.1,23.0
1,1,0,25.0,37,87.0,28.875000000000004,34.0
1,1,0,25.0,37,87.0,28.875000000000004,55.0
1,1,0,53.0,14,45.0,15.75,55.0
1,1,0,2.0,0,1.4,0.49,55.0
1,0,0,1.0,9,0.0,0.02,55.0
1,0,0,1.0,9,0.0,0.02,55.0
1,0,0,1.0,9,0.0,0.02,55.0
1,0,0,1.0,9,0.0,0.02,55.0
0,0,0,119.0,4,29.0,9.57,55.0
1,1,0,16.0,21,0.0,16.7,48.0
1,1,0,27.0,4,14.68,5.14,48.0
1,1,0,3.0,9,14.95,3.74,23.0
1,1,0,27.0,9,17.55,4.39,40.0
1,1,0,12.0,9,47.0,11.75,33.0
1,1,0,19.0,9,19.5,4.88,42.0
1,1,0,15.0,9,22.1,5.53,28.0
1,1,0,13.0,9,38.35,9.59,30.0
1,1,0,69.0,9,93.0,23.4,24.0
1,1,0,6.0,9,24.05,6.01,51.0
1,1,0,11.0,9,24.05,6.01,42.0
1,1,1,119.0,9,93.0,24.86,41.0
1,1,0,24.0,9,93.0,28.875000000000004,34.0
1,1,0,119.0,9,93.0,28.875000000000004,50.0
1,1,0,119.0,9,93.0,28.875000000000004,30.0
1,1,0,119.0,9,93.0,28.875000000000004,38.0
1,1,0,119.0,9,93.0,28.875000000000004,29.0
1,1,0,119.0,9,93.0,28.875000000000004,33.0
1,1,0,119.0,9,93.0,28.875000000000004,30.0
1,1,0,119.0,9,93.0,28.875000000000004,34.0
1,1,0,119.0,9,93.0,28.875000000000004,55.0
0,1,0,10.0,4,39.6,23.76,31.0
0,1,0,4.0,4,39.6,23.76,31.0
0,1,0,22.0,4,19.8,11.88,26.0
0,1,0,8.0,41,59.4,28.875000000000004,34.0
0,1,0,88.0,11,93.0,28.875000000000004,46.0
0,1,0,12.0,1,59.4,28.875000000000004,50.0
0,1,0,62.0,4,39.6,23.76,38.0
0,1,0,11.0,1,59.4,28.875000000000004,51.0
0,1,0,11.0,1,0.0,28.875000000000004,41.0
0,1,0,61.0,4,9.9,5.94,31.0
0,1,0,81.0,119,29.7,17.82,27.0
0,1,0,6.0,46,29.7,17.82,51.0
0,1,0,12.0,23,69.3,28.875000000000004,52.0
0,1,0,36.0,1,39.6,23.76,29.0
0,1,0,18.0,11,79.2,28.875000000000004,41.0
0,1,0,12.0,1,9.9,5.94,46.0
0,1,0,13.0,1,29.7,17.82,31.0
0,1,0,13.0,4,29.7,17.82,55.0
0,1,0,73.0,1,0.0,28.875000000000004,48.0
0,1,0,25.0,15,93.0,28.875000000000004,41.0
0,1,0,9.0,16,49.5,28.875000000000004,36.0
0,1,0,25.0,1,79.2,28.875000000000004,35.0
0,1,0,88.0,3,93.0,28.875000000000004,31.0
0,1,0,4.0,0,19.8,11.88,44.0
0,1,0,119.0,11,93.0,28.875000000000004,55.0
0,1,0,11.0,21,0.0,28.875000000000004,38.0
0,1,0,11.0,21,39.6,23.76,38.0
0,1,0,9.0,47,79.2,28.875000000000004,30.0
0,1,0,40.0,1,69.3,28.875000000000004,35.0
0,1,0,119.0,1,38.0,0.0,36.0
0,1,0,3.0,19,40.0,0.0,36.0
0,1,0,13.0,7,50.0,0.0,36.0
0,1,0,66.0,12,20.0,0.0,34.0
0,1,0,30.0,16,42.0,0.0,36.0
0,1,0,40.0,1,50.0,0.0,36.0
0,1,0,119.0,3,52.0,0.0,30.0
0,1,0,31.0,1,37.0,0.0,36.0
0,1,0,14.0,14,34.0,0.0,36.0
0,1,0,10.0,0,20.0,0.0,54.0
0,1,0,22.0,9,79.0,0.0,36.0
0,1,0,14.0,9,20.0,0.0,29.0
0,1,0,12.0,18,20.0,0.0,36.0
0,1,0,119.0,17,26.0,0.0,36.0
0,1,0,11.0,7,20.0,0.0,36.0
0,1,0,2.0,4,23.0,0.0,31.0
0,1,0,28.0,3,93.0,0.0,43.0
0,1,0,22.0,0,20.0,0.0,55.0
0,1,0,4.0,7,59.0,0.0,36.0
0,1,0,37.0,14,24.0,0.0,36.0
0,1,0,44.0,17,20.0,0.0,36.0
0,1,0,27.0,16,27.0,0.0,36.0
0,1,0,112.0,0,20.0,0.0,30.0
0,1,0,20.0,31,20.0,0.0,36.0
0,1,0,19.0,9,20.0,0.0,27.0
0,1,0,68.0,4,20.0,0.0,43.0
0,1,0,21.0,3,93.0,0.0,32.0
0,1,0,47.0,11,93.0,0.0,36.0
0,1,0,119.0,3,58.0,0.0,30.0
0,1,0,77.0,19,20.0,0.0,36.0
0,1,0,49.0,7,20.0,0.0,36.0
0,1,0,18.0,7,34.0,0.0,36.0
0,1,0,8.0,0,20.0,0.0,47.0
0,1,0,90.0,29,93.0,0.0,36.0
0,1,0,66.0,3,93.0,0.0,34.0
0,1,0,25.0,14,56.0,0.0,36.0
0,1,0,23.0,4,28.0,0.0,36.0
0,1,0,23.0,14,30.0,0.0,36.0
0,1,0,29.0,14,30.0,0.0,36.0
0,1,0,52.0,3,93.0,0.0,34.0
0,1,0,3.0,0,20.0,0.0,36.0
0,1,0,5.0,0,20.0,0.0,23.0
0,1,0,25.0,9,20.0,0.0,23.0
0,1,0,6.0,16,38.0,0.0,36.0
0,1,0,31.0,19,21.0,0.0,36.0
0,1,0,90.0,12,20.0,0.0,36.0
0,1,0,10.0,16,46.0,0.0,36.0
0,1,0,10.0,16,50.0,0.0,36.0
0,1,0,19.0,4,37.0,0.0,36.0
0,1,0,16.0,14,29.0,0.0,36.0
0,1,0,6.0,12,20.0,0.0,35.0
0,1,0,58.0,17,37.0,0.0,36.0
0,1,0,23.0,4,20.0,0.0,45.0
0,1,0,119.0,17,21.0,0.0,36.0
0,1,0,70.0,11,65.0,0.0,36.0
0,1,0,119.0,0,20.0,0.0,36.0
0,1,0,26.0,4,20.0,0.0,28.0
0,1,0,11.0,9,23.0,0.0,51.0
0,1,0,64.0,17,20.0,0.0,36.0
0,1,0,18.0,1,52.0,0.0,36.0
0,1,0,53.0,3,36.0,0.0,23.0
0,1,0,66.0,9,38.0,0.0,36.0
0,1,0,48.0,4,12.0,0.0,36.0
0,1,0,69.0,20,31.0,0.0,36.0
0,1,0,39.0,10,80.0,0.0,36.0
0,1,0,24.0,29,80.0,0.0,36.0
0,1,0,2.0,0,10.0,0.0,36.0
0,1,0,9.0,9,31.0,0.0,36.0
0,1,0,29.0,104,80.0,0.0,45.0
0,1,0,21.0,12,16.0,0.0,36.0
0,1,0,67.0,19,15.0,0.0,36.0
0,1,0,9.0,12,27.0,0.0,36.0
0,1,0,42.0,16,17.0,0.0,36.0
0,1,0,9.0,12,0.0,0.0,36.0
0,1,0,9.0,12,27.0,0.0,36.0
0,1,0,27.0,9,13.0,0.0,36.0
0,1,0,119.0,3,80.0,0.0,48.0
0,1,0,48.0,17,20.0,0.0,36.0
0,1,0,15.0,7,14.0,0.0,36.0
0,1,0,8.0,9,12.0,0.0,36.0
0,1,0,9.0,12,13.0,0.0,36.0
0,1,0,10.0,4,21.0,0.0,36.0
0,1,0,2.0,3,52.0,0.0,33.0
0,1,0,9.0,12,13.0,0.0,36.0
0,1,0,8.0,4,30.0,0.0,36.0
0,1,0,48.0,4,38.0,0.0,32.0
0,1,0,4.0,9,21.0,0.0,41.0
0,1,0,12.0,11,15.0,0.0,36.0
0,1,0,40.0,3,75.0,0.0,31.0
